station_id,date,direction,lane,hour,volume_veh
AVC040,2016-08-03,3,1,0,0
AVC040,2016-08-03,3,1,1,0
AVC040,2016-08-03,3,1,2,0
AVC040,2016-08-03,3,1,3,0
AVC040,2016-08-03,3,1,4,0
AVC040,2016-08-03,3,1,5,0
AVC040,2016-08-03,3,1,6,0
AVC040,2016-08-03,3,1,7,0
AVC040,2016-08-03,3,1,8,0
AVC040,2016-08-03,3,1,9,0
AVC040,2016-08-03,3,1,10,0
AVC040,2016-08-03,3,1,11,0
AVC040,2016-08-03,3,1,12,0
AVC040,2016-08-03,3,1,13,0
AVC040,2016-08-03,3,1,14,0
AVC040,2016-08-03,3,1,15,0
AVC040,2016-08-03,3,1,16,0
AVC040,2016-08-03,3,1,17,0
AVC040,2016-08-03,3,1,18,0
AVC040,2016-08-03,3,1,19,0
AVC040,2016-08-03,3,1,20,0
AVC040,2016-08-03,3,1,21,0
AVC040,2016-08-03,3,1,22,0
AVC040,2016-08-03,3,1,23,0
AVC040,2016-08-04,3,1,0,0
AVC040,2016-08-04,3,1,1,0
AVC040,2016-08-04,3,1,2,0
AVC040,2016-08-04,3,1,3,0
AVC040,2016-08-04,3,1,4,0
AVC040,2016-08-04,3,1,5,0
AVC040,2016-08-04,3,1,6,0
AVC040,2016-08-04,3,1,7,0
AVC040,2016-08-04,3,1,8,0
AVC040,2016-08-04,3,1,9,0
AVC040,2016-08-04,3,1,10,0
AVC040,2016-08-04,3,1,11,0
AVC040,2016-08-04,3,1,12,0
AVC040,2016-08-04,3,1,13,0
AVC040,2016-08-04,3,1,14,0
AVC040,2016-08-04,3,1,15,0
AVC040,2016-08-04,3,1,16,0
AVC040,2016-08-04,3,1,17,0
AVC040,2016-08-04,3,1,18,0
AVC040,2016-08-04,3,1,19,0
AVC040,2016-08-04,3,1,20,0
AVC040,2016-08-04,3,1,21,0
AVC040,2016-08-04,3,1,22,0
AVC040,2016-08-04,3,1,23,0
AVC040,2016-08-01,3,1,0,0
AVC040,2016-08-01,3,1,1,0
AVC040,2016-08-01,3,1,2,0
AVC040,2016-08-01,3,1,3,0
AVC040,2016-08-01,3,1,4,0
AVC040,2016-08-01,3,1,5,0
AVC040,2016-08-01,3,1,6,0
AVC040,2016-08-01,3,1,7,0
AVC040,2016-08-01,3,1,8,0
AVC040,2016-08-01,3,1,9,0
AVC040,2016-08-01,3,1,10,0
AVC040,2016-08-01,3,1,11,0
AVC040,2016-08-01,3,1,12,0
AVC040,2016-08-01,3,1,13,0
AVC040,2016-08-01,3,1,14,0
AVC040,2016-08-01,3,1,15,0
AVC040,2016-08-01,3,1,16,0
AVC040,2016-08-01,3,1,17,0
AVC040,2016-08-01,3,1,18,0
AVC040,2016-08-01,3,1,19,0
AVC040,2016-08-01,3,1,20,0
AVC040,2016-08-01,3,1,21,0
AVC040,2016-08-01,3,1,22,0
AVC040,2016-08-01,3,1,23,0
AVC040,2016-08-02,3,1,0,0
AVC040,2016-08-02,3,1,1,0
AVC040,2016-08-02,3,1,2,0
AVC040,2016-08-02,3,1,3,0
AVC040,2016-08-02,3,1,4,0
AVC040,2016-08-02,3,1,5,0
AVC040,2016-08-02,3,1,6,0
AVC040,2016-08-02,3,1,7,0
AVC040,2016-08-02,3,1,8,0
AVC040,2016-08-02,3,1,9,0
AVC040,2016-08-02,3,1,10,0
AVC040,2016-08-02,3,1,11,0
AVC040,2016-08-02,3,1,12,0
AVC040,2016-08-02,3,1,13,0
AVC040,2016-08-02,3,1,14,0
AVC040,2016-08-02,3,1,15,0
AVC040,2016-08-02,3,1,16,0
AVC040,2016-08-02,3,1,17,0
AVC040,2016-08-02,3,1,18,0
AVC040,2016-08-02,3,1,19,0
AVC040,2016-08-02,3,1,20,0
AVC040,2016-08-02,3,1,21,0
AVC040,2016-08-02,3,1,22,0
AVC040,2016-08-02,3,1,23,0
AVC040,2016-08-07,3,1,0,0
AVC040,2016-08-07,3,1,1,0
AVC040,2016-08-07,3,1,2,0
AVC040,2016-08-07,3,1,3,0
AVC040,2016-08-07,3,1,4,0
AVC040,2016-08-07,3,1,5,0
AVC040,2016-08-07,3,1,6,0
AVC040,2016-08-07,3,1,7,0
AVC040,2016-08-07,3,1,8,0
AVC040,2016-08-07,3,1,9,0
AVC040,2016-08-07,3,1,10,0
AVC040,2016-08-07,3,1,11,0
AVC040,2016-08-07,3,1,12,0
AVC040,2016-08-07,3,1,13,0
AVC040,2016-08-07,3,1,14,0
AVC040,2016-08-07,3,1,15,0
AVC040,2016-08-07,3,1,16,0
AVC040,2016-08-07,3,1,17,0
AVC040,2016-08-07,3,1,18,0
AVC040,2016-08-07,3,1,19,0
AVC040,2016-08-07,3,1,20,0
AVC040,2016-08-07,3,1,21,0
AVC040,2016-08-07,3,1,22,0
AVC040,2016-08-07,3,1,23,0
AVC040,2016-08-08,3,1,0,0
AVC040,2016-08-08,3,1,1,0
AVC040,2016-08-08,3,1,2,0
AVC040,2016-08-08,3,1,3,0
AVC040,2016-08-08,3,1,4,0
AVC040,2016-08-08,3,1,5,0
AVC040,2016-08-08,3,1,6,0
AVC040,2016-08-08,3,1,7,0
AVC040,2016-08-08,3,1,8,0
AVC040,2016-08-08,3,1,9,0
AVC040,2016-08-08,3,1,10,0
AVC040,2016-08-08,3,1,11,0
AVC040,2016-08-08,3,1,12,0
AVC040,2016-08-08,3,1,13,0
AVC040,2016-08-08,3,1,14,0
AVC040,2016-08-08,3,1,15,0
AVC040,2016-08-08,3,1,16,0
AVC040,2016-08-08,3,1,17,0
AVC040,2016-08-08,3,1,18,0
AVC040,2016-08-08,3,1,19,0
AVC040,2016-08-08,3,1,20,0
AVC040,2016-08-08,3,1,21,0
AVC040,2016-08-08,3,1,22,0
AVC040,2016-08-08,3,1,23,0
AVC040,2016-08-06,3,1,0,0
AVC040,2016-08-06,3,1,1,0
AVC040,2016-08-06,3,1,2,0
AVC040,2016-08-06,3,1,3,0
AVC040,2016-08-06,3,1,4,0
AVC040,2016-08-06,3,1,5,0
AVC040,2016-08-06,3,1,6,0
AVC040,2016-08-06,3,1,7,0
AVC040,2016-08-06,3,1,8,0
AVC040,2016-08-06,3,1,9,0
AVC040,2016-08-06,3,1,10,0
AVC040,2016-08-06,3,1,11,0
AVC040,2016-08-06,3,1,12,0
AVC040,2016-08-06,3,1,13,0
AVC040,2016-08-06,3,1,14,0
AVC040,2016-08-06,3,1,15,0
AVC040,2016-08-06,3,1,16,0
AVC040,2016-08-06,3,1,17,0
AVC040,2016-08-06,3,1,18,0
AVC040,2016-08-06,3,1,19,0
AVC040,2016-08-06,3,1,20,0
AVC040,2016-08-06,3,1,21,0
AVC040,2016-08-06,3,1,22,0
AVC040,2016-08-06,3,1,23,0
AVC040,2016-08-05,3,1,0,0
AVC040,2016-08-05,3,1,1,0
AVC040,2016-08-05,3,1,2,0
AVC040,2016-08-05,3,1,3,0
AVC040,2016-08-05,3,1,4,0
AVC040,2016-08-05,3,1,5,0
AVC040,2016-08-05,3,1,6,0
AVC040,2016-08-05,3,1,7,0
AVC040,2016-08-05,3,1,8,0
AVC040,2016-08-05,3,1,9,0
AVC040,2016-08-05,3,1,10,0
AVC040,2016-08-05,3,1,11,0
AVC040,2016-08-05,3,1,12,0
AVC040,2016-08-05,3,1,13,0
AVC040,2016-08-05,3,1,14,0
AVC040,2016-08-05,3,1,15,0
AVC040,2016-08-05,3,1,16,0
AVC040,2016-08-05,3,1,17,0
AVC040,2016-08-05,3,1,18,0
AVC040,2016-08-05,3,1,19,0
