station_id,date,day_of_week,direction,lane,hours_present,hours_missing,day_total_veh
AVC040,2023-07-01,7,3,1,24,0,2720
AVC040,2023-07-01,7,7,1,24,0,2604
AVC040,2023-07-02,1,3,1,24,0,2284
AVC040,2023-07-02,1,7,1,24,0,2155
AVC040,2023-07-03,2,3,1,24,0,2774
AVC040,2023-07-03,2,7,1,24,0,2782
AVC040,2023-07-04,3,3,1,24,0,2182
AVC040,2023-07-04,3,7,1,24,0,2192
AVC040,2023-07-05,4,3,1,24,0,3132
AVC040,2023-07-05,4,7,1,24,0,3086
AVC040,2023-07-06,5,3,1,24,0,2996
AVC040,2023-07-06,5,7,1,24,0,2949
AVC040,2023-07-07,6,3,1,24,0,3244
AVC040,2023-07-07,6,7,1,24,0,3119
AVC040,2023-07-08,7,3,1,24,0,2643
AVC040,2023-07-08,7,7,1,24,0,2641
AVC040,2023-07-09,1,3,1,24,0,2004
AVC040,2023-07-09,1,7,1,24,0,2059
AVC040,2023-07-10,2,3,1,24,0,3343
AVC040,2023-07-10,2,7,1,24,0,3322
AVC040,2023-07-11,3,3,1,24,0,3137
AVC040,2023-07-11,3,7,1,24,0,3141
AVC040,2023-07-12,4,3,1,24,0,3434
AVC040,2023-07-12,4,7,1,24,0,3376
AVC040,2023-07-13,5,3,1,24,0,3434
AVC040,2023-07-13,5,7,1,24,0,3328
AVC040,2023-07-14,6,3,1,24,0,3557
AVC040,2023-07-14,6,7,1,24,0,3475
AVC040,2023-07-15,7,3,1,24,0,2594
AVC040,2023-07-15,7,7,1,24,0,2550
AVC040,2023-07-16,1,3,1,24,0,2148
AVC040,2023-07-16,1,7,1,24,0,2152
AVC040,2023-07-17,2,3,1,24,0,3192
AVC040,2023-07-17,2,7,1,24,0,3163
AVC040,2023-07-18,3,3,1,24,0,3425
AVC040,2023-07-18,3,7,1,24,0,3267
AVC040,2023-07-19,4,3,1,24,0,3394
AVC040,2023-07-19,4,7,1,24,0,3334
AVC040,2023-07-20,5,3,1,24,0,3486
AVC040,2023-07-20,5,7,1,24,0,3339
AVC040,2023-07-21,6,3,1,24,0,3586
AVC040,2023-07-21,6,7,1,24,0,3402
AVC040,2023-07-22,7,3,1,24,0,2818
AVC040,2023-07-22,7,7,1,24,0,2747
AVC040,2023-07-23,1,3,1,24,0,2469
AVC040,2023-07-23,1,7,1,24,0,2385
AVC040,2023-07-24,2,3,1,24,0,3286
AVC040,2023-07-24,2,7,1,24,0,3187
AVC040,2023-07-25,3,3,1,24,0,3378
AVC040,2023-07-25,3,7,1,24,0,3310
AVC040,2023-07-26,4,3,1,24,0,3347
AVC040,2023-07-26,4,7,1,24,0,3288
AVC040,2023-07-27,5,3,1,24,0,3374
AVC040,2023-07-27,5,7,1,24,0,3249
AVC040,2023-07-28,6,3,1,24,0,3530
AVC040,2023-07-28,6,7,1,24,0,3484
AVC040,2023-07-29,7,3,1,24,0,2825
AVC040,2023-07-29,7,7,1,24,0,2573
AVC040,2023-07-30,1,3,1,24,0,2180
AVC040,2023-07-30,1,7,1,24,0,2289
AVC040,2023-07-31,2,3,1,24,0,3250
AVC040,2023-07-31,2,7,1,24,0,3175
