station_id,date,day_of_week,direction,lane,hours_present,hours_missing,day_total_veh
AVC040,2023-09-01,6,3,1,24,0,3822
AVC040,2023-09-01,6,7,1,24,0,3580
AVC040,2023-09-02,7,3,1,24,0,2736
AVC040,2023-09-02,7,7,1,24,0,2649
AVC040,2023-09-03,1,3,1,24,0,2122
AVC040,2023-09-03,1,7,1,24,0,2117
AVC040,2023-09-04,2,3,1,24,0,2066
AVC040,2023-09-04,2,7,1,24,0,2264
AVC040,2023-09-05,3,3,1,24,0,3609
AVC040,2023-09-05,3,7,1,24,0,3546
AVC040,2023-09-06,4,3,1,24,0,3559
AVC040,2023-09-06,4,7,1,24,0,3455
AVC040,2023-09-07,5,3,1,24,0,3536
AVC040,2023-09-07,5,7,1,24,0,3404
AVC040,2023-09-08,6,3,1,24,0,4136
AVC040,2023-09-08,6,7,1,24,0,3977
AVC040,2023-09-09,7,3,1,24,0,2898
AVC040,2023-09-09,7,7,1,24,0,2841
AVC040,2023-09-10,1,3,1,24,0,2067
AVC040,2023-09-10,1,7,1,24,0,2131
AVC040,2023-09-11,2,3,1,24,0,3091
AVC040,2023-09-11,2,7,1,24,0,3056
AVC040,2023-09-12,3,3,1,24,0,3355
AVC040,2023-09-12,3,7,1,24,0,3353
AVC040,2023-09-13,4,3,1,24,0,3382
AVC040,2023-09-13,4,7,1,24,0,3347
AVC040,2023-09-14,5,3,1,24,0,3396
AVC040,2023-09-14,5,7,1,24,0,3266
AVC040,2023-09-15,6,3,1,24,0,3761
AVC040,2023-09-15,6,7,1,24,0,3806
AVC040,2023-09-16,7,3,1,24,0,2871
AVC040,2023-09-16,7,7,1,24,0,2760
AVC040,2023-09-17,1,3,1,24,0,2234
AVC040,2023-09-17,1,7,1,24,0,2170
AVC040,2023-09-18,2,3,1,24,0,3513
AVC040,2023-09-18,2,7,1,24,0,3432
AVC040,2023-09-19,3,3,1,24,0,3252
AVC040,2023-09-19,3,7,1,24,0,3326
AVC040,2023-09-20,4,3,1,24,0,3493
AVC040,2023-09-20,4,7,1,24,0,3396
AVC040,2023-09-21,5,3,1,24,0,3614
AVC040,2023-09-21,5,7,1,24,0,3425
AVC040,2023-09-22,6,3,1,24,0,3702
AVC040,2023-09-22,6,7,1,24,0,3560
AVC040,2023-09-23,7,3,1,24,0,2617
AVC040,2023-09-23,7,7,1,24,0,2535
AVC040,2023-09-24,1,3,1,24,0,1973
AVC040,2023-09-24,1,7,1,24,0,2043
AVC040,2023-09-25,2,3,1,24,0,3366
AVC040,2023-09-25,2,7,1,24,0,3363
AVC040,2023-09-26,3,3,1,24,0,3423
AVC040,2023-09-26,3,7,1,24,0,3411
AVC040,2023-09-27,4,3,1,24,0,3527
AVC040,2023-09-27,4,7,1,24,0,3483
AVC040,2023-09-28,5,3,1,24,0,3767
AVC040,2023-09-28,5,7,1,24,0,3623
AVC040,2023-09-29,6,3,1,24,0,4000
AVC040,2023-09-29,6,7,1,24,0,3820
AVC040,2023-09-30,7,3,1,24,0,3037
AVC040,2023-09-30,7,7,1,24,0,3027
