station_id,date,direction,lane,hour,volume_veh
AVC040,2019-09-01,3,1,0,28
AVC040,2019-09-01,3,1,1,27
AVC040,2019-09-01,3,1,2,26
AVC040,2019-09-01,3,1,3,10
AVC040,2019-09-01,3,1,4,14
AVC040,2019-09-01,3,1,5,33
AVC040,2019-09-01,3,1,6,37
AVC040,2019-09-01,3,1,7,55
AVC040,2019-09-01,3,1,8,80
AVC040,2019-09-01,3,1,9,116
AVC040,2019-09-01,3,1,10,119
AVC040,2019-09-01,3,1,11,145
AVC040,2019-09-01,3,1,12,158
AVC040,2019-09-01,3,1,13,179
AVC040,2019-09-01,3,1,14,156
AVC040,2019-09-01,3,1,15,183
AVC040,2019-09-01,3,1,16,154
AVC040,2019-09-01,3,1,17,185
AVC040,2019-09-01,3,1,18,111
AVC040,2019-09-01,3,1,19,110
AVC040,2019-09-01,3,1,20,95
AVC040,2019-09-01,3,1,21,64
AVC040,2019-09-01,3,1,22,46
AVC040,2019-09-01,3,1,23,36
AVC040,2019-09-02,3,1,0,30
AVC040,2019-09-02,3,1,1,14
AVC040,2019-09-02,3,1,2,16
AVC040,2019-09-02,3,1,3,7
AVC040,2019-09-02,3,1,4,13
AVC040,2019-09-02,3,1,5,47
AVC040,2019-09-02,3,1,6,39
AVC040,2019-09-02,3,1,7,58
AVC040,2019-09-02,3,1,8,84
AVC040,2019-09-02,3,1,9,116
AVC040,2019-09-02,3,1,10,121
AVC040,2019-09-02,3,1,11,148
AVC040,2019-09-02,3,1,12,146
AVC040,2019-09-02,3,1,13,163
AVC040,2019-09-02,3,1,14,194
AVC040,2019-09-02,3,1,15,134
AVC040,2019-09-02,3,1,16,173
AVC040,2019-09-02,3,1,17,168
AVC040,2019-09-02,3,1,18,156
AVC040,2019-09-02,3,1,19,121
AVC040,2019-09-02,3,1,20,94
AVC040,2019-09-02,3,1,21,102
AVC040,2019-09-02,3,1,22,43
AVC040,2019-09-02,3,1,23,30
AVC040,2019-09-03,3,1,0,14
AVC040,2019-09-03,3,1,1,14
AVC040,2019-09-03,3,1,2,5
AVC040,2019-09-03,3,1,3,16
